"plaintext_size","cipher_mode","total_time","key_size","enc/dec
"
"488251.00 mb","AES/CFB/NoPadding","3418154292","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","5480415583","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4833279500","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4781464333","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4815498666","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","5411666375","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4860637666","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4901988958","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4877634959","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4888676834","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","4793727750","128","enc"
"1048576.00 mb","AES/CFB/NoPadding","8079622167","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7321168333","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7190996708","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7158042291","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7178147750","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7540478000","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7276839125","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7089871500","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","8064128125","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","7108985583","128","dec"
"1048576.00 mb","AES/CFB/NoPadding","5117055833","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","4931114250","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","4901130958","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","4988404000","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","5733815000","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","5063885708","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","4915808291","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","4918831625","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","4924337250","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","5116679708","192","enc"
"1048576.00 mb","AES/CFB/NoPadding","7764488750","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7317380958","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7489575083","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7489079541","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7566439625","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7432264541","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7444215208","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7542543667","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7581191500","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","7311938541","192","dec"
"1048576.00 mb","AES/CFB/NoPadding","5301989083","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5033894625","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5081359333","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5080416542","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5308016083","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5048394000","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5116286584","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5106169833","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5132045875","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","5203739333","256","enc"
"1048576.00 mb","AES/CFB/NoPadding","7560201625","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7332147834","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7378216542","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7162420750","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","8043602500","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7107665042","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7153591666","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7091467584","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7288869209","256","dec"
"1048576.00 mb","AES/CFB/NoPadding","7162532209","256","dec"
"97.00 mb","AES/GCM/NoPadding","102651416","128","enc"
"97.00 mb","AES/GCM/NoPadding","4386417","128","enc"
"97.00 mb","AES/GCM/NoPadding","3299458","128","enc"
"97.00 mb","AES/GCM/NoPadding","2938333","128","enc"
"97.00 mb","AES/GCM/NoPadding","2646917","128","enc"
"97.00 mb","AES/GCM/NoPadding","3172708","128","enc"
"97.00 mb","AES/GCM/NoPadding","2775417","128","enc"
"97.00 mb","AES/GCM/NoPadding","2603917","128","enc"
"97.00 mb","AES/GCM/NoPadding","2310125","128","enc"
"97.00 mb","AES/GCM/NoPadding","2313167","128","enc"
"97.00 mb","AES/GCM/NoPadding","97173625","128","dec"
"97.00 mb","AES/GCM/NoPadding","4395166","128","dec"
"97.00 mb","AES/GCM/NoPadding","3185208","128","dec"
"97.00 mb","AES/GCM/NoPadding","2573792","128","dec"
"97.00 mb","AES/GCM/NoPadding","2461500","128","dec"
"97.00 mb","AES/GCM/NoPadding","2309917","128","dec"
"97.00 mb","AES/GCM/NoPadding","2236166","128","dec"
"97.00 mb","AES/GCM/NoPadding","2203875","128","dec"
"97.00 mb","AES/GCM/NoPadding","2272875","128","dec"
"97.00 mb","AES/GCM/NoPadding","2126208","128","dec"
"97.00 mb","AES/GCM/NoPadding","75315625","192","enc"
"97.00 mb","AES/GCM/NoPadding","5551500","192","enc"
"97.00 mb","AES/GCM/NoPadding","3538291","192","enc"
"97.00 mb","AES/GCM/NoPadding","3904042","192","enc"
"97.00 mb","AES/GCM/NoPadding","2775792","192","enc"
"97.00 mb","AES/GCM/NoPadding","2835209","192","enc"
"97.00 mb","AES/GCM/NoPadding","2783334","192","enc"
"97.00 mb","AES/GCM/NoPadding","2462208","192","enc"
"97.00 mb","AES/GCM/NoPadding","2292209","192","enc"
"97.00 mb","AES/GCM/NoPadding","2256166","192","enc"
"97.00 mb","AES/GCM/NoPadding","71053292","192","dec"
"97.00 mb","AES/GCM/NoPadding","4107167","192","dec"
"97.00 mb","AES/GCM/NoPadding","3518375","192","dec"
"97.00 mb","AES/GCM/NoPadding","2956625","192","dec"
"97.00 mb","AES/GCM/NoPadding","2527958","192","dec"
"97.00 mb","AES/GCM/NoPadding","2399417","192","dec"
"97.00 mb","AES/GCM/NoPadding","2386416","192","dec"
"97.00 mb","AES/GCM/NoPadding","2289958","192","dec"
"97.00 mb","AES/GCM/NoPadding","2289292","192","dec"
"97.00 mb","AES/GCM/NoPadding","2223167","192","dec"
"97.00 mb","AES/GCM/NoPadding","75814875","256","enc"
"97.00 mb","AES/GCM/NoPadding","4099708","256","enc"
"97.00 mb","AES/GCM/NoPadding","3952375","256","enc"
"97.00 mb","AES/GCM/NoPadding","3117000","256","enc"
"97.00 mb","AES/GCM/NoPadding","2762917","256","enc"
"97.00 mb","AES/GCM/NoPadding","2792000","256","enc"
"97.00 mb","AES/GCM/NoPadding","2586583","256","enc"
"97.00 mb","AES/GCM/NoPadding","2454375","256","enc"
"97.00 mb","AES/GCM/NoPadding","2462083","256","enc"
"97.00 mb","AES/GCM/NoPadding","2239000","256","enc"
"97.00 mb","AES/GCM/NoPadding","75399333","256","dec"
"97.00 mb","AES/GCM/NoPadding","6353875","256","dec"
"97.00 mb","AES/GCM/NoPadding","2953917","256","dec"
"97.00 mb","AES/GCM/NoPadding","2705125","256","dec"
"97.00 mb","AES/GCM/NoPadding","2514250","256","dec"
"97.00 mb","AES/GCM/NoPadding","2540500","256","dec"
"97.00 mb","AES/GCM/NoPadding","2317250","256","dec"
"97.00 mb","AES/GCM/NoPadding","2221958","256","dec"
"97.00 mb","AES/GCM/NoPadding","2380167","256","dec"
"97.00 mb","AES/GCM/NoPadding","2203583","256","dec"
"488.00 mb","AES/GCM/NoPadding","86639875","128","enc"
"488.00 mb","AES/GCM/NoPadding","9880417","128","enc"
"488.00 mb","AES/GCM/NoPadding","8807292","128","enc"
"488.00 mb","AES/GCM/NoPadding","8204625","128","enc"
"488.00 mb","AES/GCM/NoPadding","8103959","128","enc"
"488.00 mb","AES/GCM/NoPadding","8353958","128","enc"
"488.00 mb","AES/GCM/NoPadding","8173041","128","enc"
"488.00 mb","AES/GCM/NoPadding","7918416","128","enc"
"488.00 mb","AES/GCM/NoPadding","8006291","128","enc"
"488.00 mb","AES/GCM/NoPadding","7811375","128","enc"
"488.00 mb","AES/GCM/NoPadding","89778958","128","dec"
"488.00 mb","AES/GCM/NoPadding","11035584","128","dec"
"488.00 mb","AES/GCM/NoPadding","8797292","128","dec"
"488.00 mb","AES/GCM/NoPadding","8937834","128","dec"
"488.00 mb","AES/GCM/NoPadding","8498792","128","dec"
"488.00 mb","AES/GCM/NoPadding","8121917","128","dec"
"488.00 mb","AES/GCM/NoPadding","9450791","128","dec"
"488.00 mb","AES/GCM/NoPadding","8138167","128","dec"
"488.00 mb","AES/GCM/NoPadding","8021625","128","dec"
"488.00 mb","AES/GCM/NoPadding","8447667","128","dec"
"488.00 mb","AES/GCM/NoPadding","84160958","192","enc"
"488.00 mb","AES/GCM/NoPadding","9827208","192","enc"
"488.00 mb","AES/GCM/NoPadding","8796667","192","enc"
"488.00 mb","AES/GCM/NoPadding","8192958","192","enc"
"488.00 mb","AES/GCM/NoPadding","8280917","192","enc"
"488.00 mb","AES/GCM/NoPadding","8217375","192","enc"
"488.00 mb","AES/GCM/NoPadding","8243458","192","enc"
"488.00 mb","AES/GCM/NoPadding","8073209","192","enc"
"488.00 mb","AES/GCM/NoPadding","8212917","192","enc"
"488.00 mb","AES/GCM/NoPadding","7820375","192","enc"
"488.00 mb","AES/GCM/NoPadding","90509625","192","dec"
"488.00 mb","AES/GCM/NoPadding","12008625","192","dec"
"488.00 mb","AES/GCM/NoPadding","8835208","192","dec"
"488.00 mb","AES/GCM/NoPadding","8855791","192","dec"
"488.00 mb","AES/GCM/NoPadding","8541084","192","dec"
"488.00 mb","AES/GCM/NoPadding","8237750","192","dec"
"488.00 mb","AES/GCM/NoPadding","9386959","192","dec"
"488.00 mb","AES/GCM/NoPadding","8061500","192","dec"
"488.00 mb","AES/GCM/NoPadding","8159375","192","dec"
"488.00 mb","AES/GCM/NoPadding","7965333","192","dec"
"488.00 mb","AES/GCM/NoPadding","84077208","256","enc"
"488.00 mb","AES/GCM/NoPadding","9904041","256","enc"
"488.00 mb","AES/GCM/NoPadding","8832417","256","enc"
"488.00 mb","AES/GCM/NoPadding","8393667","256","enc"
"488.00 mb","AES/GCM/NoPadding","8167584","256","enc"
"488.00 mb","AES/GCM/NoPadding","8428167","256","enc"
"488.00 mb","AES/GCM/NoPadding","8265583","256","enc"
"488.00 mb","AES/GCM/NoPadding","8028083","256","enc"
"488.00 mb","AES/GCM/NoPadding","7946083","256","enc"
"488.00 mb","AES/GCM/NoPadding","7875666","256","enc"
"488.00 mb","AES/GCM/NoPadding","88167000","256","dec"
"488.00 mb","AES/GCM/NoPadding","12402167","256","dec"
"488.00 mb","AES/GCM/NoPadding","8842959","256","dec"
"488.00 mb","AES/GCM/NoPadding","9016291","256","dec"
"488.00 mb","AES/GCM/NoPadding","8701875","256","dec"
"488.00 mb","AES/GCM/NoPadding","8306292","256","dec"
"488.00 mb","AES/GCM/NoPadding","9486792","256","dec"
"488.00 mb","AES/GCM/NoPadding","8338583","256","dec"
"488.00 mb","AES/GCM/NoPadding","8221583","256","dec"
"488.00 mb","AES/GCM/NoPadding","8186250","256","dec"
"4847.00 mb","AES/GCM/NoPadding","172908625","128","enc"
"4847.00 mb","AES/GCM/NoPadding","38470959","128","enc"
"4847.00 mb","AES/GCM/NoPadding","15768500","128","enc"
"4847.00 mb","AES/GCM/NoPadding","15385708","128","enc"
"4847.00 mb","AES/GCM/NoPadding","14840708","128","enc"
"4847.00 mb","AES/GCM/NoPadding","14563541","128","enc"
"4847.00 mb","AES/GCM/NoPadding","14521417","128","enc"
"4847.00 mb","AES/GCM/NoPadding","14556458","128","enc"
"4847.00 mb","AES/GCM/NoPadding","14924917","128","enc"
"4847.00 mb","AES/GCM/NoPadding","14705417","128","enc"
"4847.00 mb","AES/GCM/NoPadding","163375791","128","dec"
"4847.00 mb","AES/GCM/NoPadding","79706083","128","dec"
"4847.00 mb","AES/GCM/NoPadding","78275458","128","dec"
"4847.00 mb","AES/GCM/NoPadding","74915916","128","dec"
"4847.00 mb","AES/GCM/NoPadding","75188916","128","dec"
"4847.00 mb","AES/GCM/NoPadding","73785042","128","dec"
"4847.00 mb","AES/GCM/NoPadding","73577167","128","dec"
"4847.00 mb","AES/GCM/NoPadding","75337625","128","dec"
"4847.00 mb","AES/GCM/NoPadding","74393334","128","dec"
"4847.00 mb","AES/GCM/NoPadding","74927291","128","dec"
"4847.00 mb","AES/GCM/NoPadding","156004542","192","enc"
"4847.00 mb","AES/GCM/NoPadding","36689333","192","enc"
"4847.00 mb","AES/GCM/NoPadding","16312541","192","enc"
"4847.00 mb","AES/GCM/NoPadding","15395250","192","enc"
"4847.00 mb","AES/GCM/NoPadding","14856666","192","enc"
"4847.00 mb","AES/GCM/NoPadding","14548625","192","enc"
"4847.00 mb","AES/GCM/NoPadding","14580667","192","enc"
"4847.00 mb","AES/GCM/NoPadding","14443042","192","enc"
"4847.00 mb","AES/GCM/NoPadding","14439083","192","enc"
"4847.00 mb","AES/GCM/NoPadding","14661042","192","enc"
"4847.00 mb","AES/GCM/NoPadding","164757334","192","dec"
"4847.00 mb","AES/GCM/NoPadding","83614333","192","dec"
"4847.00 mb","AES/GCM/NoPadding","78577334","192","dec"
"4847.00 mb","AES/GCM/NoPadding","74984333","192","dec"
"4847.00 mb","AES/GCM/NoPadding","75297167","192","dec"
"4847.00 mb","AES/GCM/NoPadding","73886417","192","dec"
"4847.00 mb","AES/GCM/NoPadding","74133625","192","dec"
"4847.00 mb","AES/GCM/NoPadding","75489042","192","dec"
"4847.00 mb","AES/GCM/NoPadding","74231334","192","dec"
"4847.00 mb","AES/GCM/NoPadding","75271666","192","dec"
"4847.00 mb","AES/GCM/NoPadding","155174042","256","enc"
"4847.00 mb","AES/GCM/NoPadding","38218875","256","enc"
"4847.00 mb","AES/GCM/NoPadding","16312833","256","enc"
"4847.00 mb","AES/GCM/NoPadding","15846458","256","enc"
"4847.00 mb","AES/GCM/NoPadding","15182208","256","enc"
"4847.00 mb","AES/GCM/NoPadding","14772375","256","enc"
"4847.00 mb","AES/GCM/NoPadding","14843542","256","enc"
"4847.00 mb","AES/GCM/NoPadding","14698875","256","enc"
"4847.00 mb","AES/GCM/NoPadding","14697334","256","enc"
"4847.00 mb","AES/GCM/NoPadding","14576666","256","enc"
"4847.00 mb","AES/GCM/NoPadding","168184291","256","dec"
"4847.00 mb","AES/GCM/NoPadding","83261875","256","dec"
"4847.00 mb","AES/GCM/NoPadding","78178542","256","dec"
"4847.00 mb","AES/GCM/NoPadding","90651208","256","dec"
"4847.00 mb","AES/GCM/NoPadding","79120375","256","dec"
"4847.00 mb","AES/GCM/NoPadding","76154583","256","dec"
"4847.00 mb","AES/GCM/NoPadding","74780583","256","dec"
"4847.00 mb","AES/GCM/NoPadding","76083792","256","dec"
"4847.00 mb","AES/GCM/NoPadding","74364917","256","dec"
"4847.00 mb","AES/GCM/NoPadding","75812292","256","dec"
"48806.00 mb","AES/GCM/NoPadding","312772916","128","enc"
"48806.00 mb","AES/GCM/NoPadding","141855042","128","enc"
"48806.00 mb","AES/GCM/NoPadding","143799875","128","enc"
"48806.00 mb","AES/GCM/NoPadding","143997000","128","enc"
"48806.00 mb","AES/GCM/NoPadding","139585125","128","enc"
"48806.00 mb","AES/GCM/NoPadding","139738459","128","enc"
"48806.00 mb","AES/GCM/NoPadding","141156417","128","enc"
"48806.00 mb","AES/GCM/NoPadding","140542125","128","enc"
"48806.00 mb","AES/GCM/NoPadding","139265458","128","enc"
"48806.00 mb","AES/GCM/NoPadding","140812958","128","enc"
"48806.00 mb","AES/GCM/NoPadding","863119292","128","dec"
"48806.00 mb","AES/GCM/NoPadding","764787542","128","dec"
"48806.00 mb","AES/GCM/NoPadding","753386542","128","dec"
"48806.00 mb","AES/GCM/NoPadding","769857375","128","dec"
"48806.00 mb","AES/GCM/NoPadding","749057958","128","dec"
"48806.00 mb","AES/GCM/NoPadding","768589292","128","dec"
"48806.00 mb","AES/GCM/NoPadding","753541458","128","dec"
"48806.00 mb","AES/GCM/NoPadding","749196417","128","dec"
"48806.00 mb","AES/GCM/NoPadding","752145333","128","dec"
"48806.00 mb","AES/GCM/NoPadding","745415583","128","dec"
"48806.00 mb","AES/GCM/NoPadding","320674667","192","enc"
"48806.00 mb","AES/GCM/NoPadding","144529625","192","enc"
"48806.00 mb","AES/GCM/NoPadding","145350167","192","enc"
"48806.00 mb","AES/GCM/NoPadding","158230916","192","enc"
"48806.00 mb","AES/GCM/NoPadding","157545917","192","enc"
"48806.00 mb","AES/GCM/NoPadding","147925625","192","enc"
"48806.00 mb","AES/GCM/NoPadding","143507625","192","enc"
"48806.00 mb","AES/GCM/NoPadding","144415625","192","enc"
"48806.00 mb","AES/GCM/NoPadding","143994500","192","enc"
"48806.00 mb","AES/GCM/NoPadding","144006958","192","enc"
"48806.00 mb","AES/GCM/NoPadding","874194292","192","dec"
"48806.00 mb","AES/GCM/NoPadding","787777041","192","dec"
"48806.00 mb","AES/GCM/NoPadding","755070292","192","dec"
"48806.00 mb","AES/GCM/NoPadding","752112125","192","dec"
"48806.00 mb","AES/GCM/NoPadding","752122667","192","dec"
"48806.00 mb","AES/GCM/NoPadding","758265250","192","dec"
"48806.00 mb","AES/GCM/NoPadding","756616791","192","dec"
"48806.00 mb","AES/GCM/NoPadding","755445584","192","dec"
"48806.00 mb","AES/GCM/NoPadding","751756208","192","dec"
"48806.00 mb","AES/GCM/NoPadding","763000292","192","dec"
"48806.00 mb","AES/GCM/NoPadding","311523541","256","enc"
"48806.00 mb","AES/GCM/NoPadding","143753875","256","enc"
"48806.00 mb","AES/GCM/NoPadding","143706542","256","enc"
"48806.00 mb","AES/GCM/NoPadding","142476375","256","enc"
"48806.00 mb","AES/GCM/NoPadding","138840958","256","enc"
"48806.00 mb","AES/GCM/NoPadding","146112250","256","enc"
"48806.00 mb","AES/GCM/NoPadding","140025125","256","enc"
"48806.00 mb","AES/GCM/NoPadding","145375000","256","enc"
"48806.00 mb","AES/GCM/NoPadding","145636417","256","enc"
"48806.00 mb","AES/GCM/NoPadding","167170250","256","enc"
"48806.00 mb","AES/GCM/NoPadding","859879167","256","dec"
"48806.00 mb","AES/GCM/NoPadding","772218333","256","dec"
"48806.00 mb","AES/GCM/NoPadding","753030500","256","dec"
"48806.00 mb","AES/GCM/NoPadding","751697500","256","dec"
"48806.00 mb","AES/GCM/NoPadding","748172542","256","dec"
"48806.00 mb","AES/GCM/NoPadding","760843458","256","dec"
"48806.00 mb","AES/GCM/NoPadding","748899500","256","dec"
"48806.00 mb","AES/GCM/NoPadding","758417292","256","dec"
"48806.00 mb","AES/GCM/NoPadding","752453125","256","dec"
"48806.00 mb","AES/GCM/NoPadding","756669083","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1845856917","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1639231458","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1742287333","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1697754625","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1650286083","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1655927958","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1685685292","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1654613750","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1636392500","128","enc"
"488251.00 mb","AES/GCM/NoPadding","1659654500","128","enc"
"488251.00 mb","AES/GCM/NoPadding","8261462250","128","dec"
"488251.00 mb","AES/GCM/NoPadding","7642745167","128","dec"
"488251.00 mb","AES/GCM/NoPadding","2294452875","128","dec"
"488251.00 mb","AES/GCM/NoPadding","2038916667","128","dec"
"488251.00 mb","AES/GCM/NoPadding","1956083875","128","dec"
"488251.00 mb","AES/GCM/NoPadding","1946998208","128","dec"
"488251.00 mb","AES/GCM/NoPadding","1934117667","128","dec"
"488251.00 mb","AES/GCM/NoPadding","1940149958","128","dec"
"488251.00 mb","AES/GCM/NoPadding","1943944583","128","dec"
"488251.00 mb","AES/GCM/NoPadding","1940774500","128","dec"
"488251.00 mb","AES/GCM/NoPadding","2006975416","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1766800333","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1711391166","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1709910125","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1954226667","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1663794041","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1675175125","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1680002417","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1669440875","192","enc"
"488251.00 mb","AES/GCM/NoPadding","1796229667","192","enc"
"488251.00 mb","AES/GCM/NoPadding","8017935208","192","dec"
"488251.00 mb","AES/GCM/NoPadding","6827480500","192","dec"
"488251.00 mb","AES/GCM/NoPadding","2005763417","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1964060250","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1952249541","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1947401458","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1947480333","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1945824791","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1951240833","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1971212250","192","dec"
"488251.00 mb","AES/GCM/NoPadding","1883366750","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1680168834","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1773107541","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1661137875","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1672393250","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1658443250","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1659252375","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1671576500","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1805110750","256","enc"
"488251.00 mb","AES/GCM/NoPadding","1670936375","256","enc"
"488251.00 mb","AES/GCM/NoPadding","8051423834","256","dec"
"488251.00 mb","AES/GCM/NoPadding","6861327750","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1979533333","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1989709833","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1972368959","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1975450584","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1979292042","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1961525667","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1964810625","256","dec"
"488251.00 mb","AES/GCM/NoPadding","1969136417","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","3791227958","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3694784291","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3558915542","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3584874834","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3710712292","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3576861166","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3576939042","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3567087375","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3605307542","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","3578302709","128","enc"
"1048576.00 mb","AES/GCM/NoPadding","15485356250","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","13100747583","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4335758417","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4329162000","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4593584500","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4822974792","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4519423167","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4337797208","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4399159875","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","4335182708","128","dec"
"1048576.00 mb","AES/GCM/NoPadding","3967102208","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3679303625","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3585796917","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3586050084","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3563003959","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3603212792","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3585036917","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3553723166","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3542929667","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","3653480000","192","enc"
"1048576.00 mb","AES/GCM/NoPadding","15665157250","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","13344850166","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4624532833","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","5111973959","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4552811500","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4812060500","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4669392333","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4485158042","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4395430125","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","4517787750","192","dec"
"1048576.00 mb","AES/GCM/NoPadding","3916790625","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3639623583","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3608516333","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3574763375","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3599424750","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3625006541","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3932869708","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3650719833","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","4034053708","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","3638566458","256","enc"
"1048576.00 mb","AES/GCM/NoPadding","16641222250","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","13113766167","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4316785791","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4284808917","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4285746584","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4949877042","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4532962917","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4309229500","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4283774958","256","dec"
"1048576.00 mb","AES/GCM/NoPadding","4287573958","256","dec"
